id,title,text,source
wiki_16707204,Artificial stupidity,"balance between the computer&#039;s &quot;intelligence&quot; and the player&#039;s ability to win. By finely tuning the level of &quot;artificial stupidity&quot;, it is possible to create",Wikipedia
wiki_46504825,Open letter on artificial intelligence,"Hawking, Elon Musk, and dozens of artificial intelligence experts signed an open letter on artificial intelligence calling for research on the societal",Wikipedia
wiki_66768301,Global Partnership on Artificial Intelligence,"The Global Partnership on Artificial Intelligence (GPAI, pronounced &quot;gee-pay&quot;) is an international initiative established to guide the responsible development",Wikipedia
wiki_23886619,List of programming languages for artificial intelligence,"some programming languages have been specifically designed for artificial intelligence (AI) applications. Nowadays, many general-purpose programming languages",Wikipedia
wiki_77703389,Z.ai,"internationally as Z.ai, is a Chinese technology company specializing in artificial intelligence (AI). The company was formerly known as Zhipu AI outside China",Wikipedia
wiki_473324,Uses and gratifications theory,"Artificial Intelligence has a grip on almost the entire world as we know it. Anytime one scrolls, one is interacting with Artificial Intelligence whether",Wikipedia
wiki_79184808,2017 in artificial intelligence,"The following is a list of events of the year 2017 in artificial intelligence. November 12 – Future of Life Institute release Slaughterbots, an arms-control",Wikipedia
wiki_40736070,Fisher & Phillips,"safety and health, business immigration, privacy, cybersecurity, artificial intelligence, trade secrets, and international employment law. The firm maintains",Wikipedia
wiki_3835922,Supertoys Last All Summer Long,"later used as the basis for the first act of the feature film A.I. Artificial Intelligence directed by Steven Spielberg in 2001. In the same year, the short",Wikipedia
wiki_3591502,Reid Hoffman,"Reid Hoffman was among the first donors to OpenAI, a non-profit artificial intelligence research organization established by Sam Altman, Elon Musk, and",Wikipedia
wiki_81213,Intelligent dance music,dance music&quot; has been associated with the 1992 Warp compilation Artificial Intelligence. The acronym &quot;IDM&quot; came into wider online use in 1993 with the,Wikipedia
wiki_68130381,Artificial Intelligence Cold War,The Artificial Intelligence Cold War (AI Cold War) is a narrative in which geopolitical tensions between the United States of America (USA) and the People&#039;s,Wikipedia
wiki_103533,Analogy,psychology. It has had reasonable success in computer science and artificial intelligence (see below). Some studies extended the approach to specific subjects,Wikipedia
wiki_82385444,2020 in artificial intelligence,The following is a list of events of the year 2020 in artificial intelligence. February 13 – Microsoft introduces its Turing Natural Language Generation,Wikipedia
wiki_73220111,Dead Internet theory,"awareness of bots, algorithmic content distribution, and advances in artificial intelligence. With the increase in public awareness, a 2026 article identified",Wikipedia
wiki_55817338,Algorithmic bias,General Data Protection Regulation (enforced in 2018) and the Artificial Intelligence Act (proposed in 2021 and adopted in 2024). As algorithms expand,Wikipedia
wiki_82730430,Advanced Machine Intelligence Labs,"Advanced Machine Intelligence Labs is a Paris-based artificial intelligence research laboratory co-founded by Yann LeCun, the former Chief AI Scientist",Wikipedia
wiki_81596283,Leonardo.ai,"Leonardo.Ai is a global artificial intelligence company that develops generative AI software for image and video creation. In 2024, Leonardo.Ai was acquired",Wikipedia
wiki_19024298,Virtual assistant,"customer service or support. Into the 2020s, the emergence of artificial intelligence based chatbots, such as ChatGPT, has brought increased capability",Wikipedia
wiki_79183694,2024 in artificial intelligence,The following is a list of events of the year 2024 in artificial intelligence. May 13 – GPT-4o is released. May 14 – Google introduces AI Overviews to,Wikipedia
wiki_25765920,Situated approach (artificial intelligence),"In artificial intelligence research, the situated approach builds agents that are designed to behave effectively successfully in their environment. This",Wikipedia
wiki_19378,Mind,through the contrast between weak and strong artificial intelligence. Weak or narrow artificial intelligence is limited to specific mental capacities or,Wikipedia
wiki_81194075,Artificial intelligence industry in Canada,The artificial intelligence industry in Canada is a rapidly expanding sector. Although Canada held a pioneering role in the early development of artificial,Wikipedia
wiki_2614944,International Joint Conference on Artificial Intelligence,International Joint Conference on Artificial Intelligence (IJCAI) is a conference in the field of artificial intelligence. The conference series has been,Wikipedia
wiki_82468451,Roy Lee (entrepreneur),"American entrepreneur. He is the cofounder and CEO of Cluely, an artificial intelligence company based in New York City. Lee also founded Interview Coder",Wikipedia
wiki_82520407,Physical Intelligence Inc.,"Physical Intelligence Inc. is an American artificial intelligence and software and research company based in San Francisco, California. The company develops",Wikipedia
wiki_78064657,Generative AI pornography,"is a digitally created pornography produced through generative artificial intelligence (AI) technologies. Unlike traditional pornography, which involves",Wikipedia
wiki_78289894,Oasis (Minecraft clone),"the 2011 sandbox game Minecraft, run entirely using generative artificial intelligence. The project, which began development in 2022 between the AI company",Wikipedia
wiki_6596,Computer vision,"1960s, computer vision began at universities that were pioneering artificial intelligence. It was meant to mimic the human visual system as a stepping stone",Wikipedia
wiki_77275260,Environmental impact of AI,"environmental impact of the design, training, deployment and use of artificial intelligence includes the greenhouse gas emissions from generating electricity",Wikipedia
wiki_23014,Poker,the house include three card poker and pai gow poker. Creating artificial intelligence capable of competing with professional poker players used to be,Wikipedia
wiki_80560364,World Artificial Intelligence Conference,"The World Artificial Intelligence Conference (WAIC) is an annual international conference on artificial intelligence held every July in Shanghai, China",Wikipedia
wiki_80841080,Kempner Institute for the Study of Natural and Artificial Intelligence,of Natural and Artificial Intelligence is a research institute at Harvard University devoted to advancing understanding of intelligence in biological and,Wikipedia
wiki_79558325,Ed Zitron,"technology industry, particularly of artificial intelligence companies and the generative artificial intelligence boom of the 2020s. He hosts the Better",Wikipedia
wiki_57316019,Tsetlin machine,A Tsetlin machine is an artificial intelligence algorithm based on propositional logic. A Tsetlin machine is a form of learning automaton collective for,Wikipedia
wiki_46496518,Sia (consulting firm),"international consulting firm specializing in strategy, management, and artificial intelligence, founded in 1999 in Paris by Matthieu Courtecuisse. Sia works with",Wikipedia
